Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Model_clean
Accident,21/10/1988,"LAWRENCE, KS",United States,Non-Fatal,Substantial,N4190N,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1988,cessna
Accident,07/08/2004,"WESTPORT, WA",United States,Non-Fatal,Substantial,N3086J,Headrick,headrick,Yes,Reciprocating,Reciprocating,Personal,0,1,1,0,vmc,Approach,Probable Cause,2004,headrick
Incident,21/08/2014,"Cochin, India, India",India,Non-Fatal,Unknown,VT-ESI,AIRBUS,airbus,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,182,UNK,Unknown,Unknown,2014,airbus
Accident,15/03/1985,"ANTON CHICO, NM",United States,Non-Fatal,Substantial,N4151S,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Cruise,Probable Cause,1985,beech
Accident,18/04/2001,"MADINAH, SAUDI ARABIA",Saudi Arabia,Fatal(2),Substantial,N700AS,Cessna,cessna,No,Reciprocating,Reciprocating,Aerial Application,2,0,0,0,vmc,Unknown,Foreign,2001,cessna
Accident,03/07/1985,"EL DORADO, KS",United States,Non-Fatal,Substantial,N2858T,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Takeoff,Probable Cause,1985,piper
Accident,20/09/2006,"AUBURN, CA",United States,Non-Fatal,Substantial,N5577Q,Mooney,mooney,No,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Takeoff,Probable Cause,2006,mooney
Accident,17/11/1983,"PITTSTOWN, NJ",United States,Non-Fatal,Substantial,N18937,Beech,beech,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1983,beech
Accident,31/01/2001,"CROOKED CREEK, AK",United States,Non-Fatal,Substantial,N4390F,Douglas,douglas,No,Reciprocating,Reciprocating,Unknown,0,0,0,3,vmc,Landing,Probable Cause,2001,douglas
Accident,05/01/1986,"HAZARD, KY",United States,Fatal(1),Destroyed,N97TC,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,1,1,0,0,vmc,Approach,Probable Cause,1986,cessna
Accident,08/06/1988,"HAYWARD, CA",United States,Non-Fatal,Substantial,N47TT,Rockwell,rockwell,No,Turbo Prop,Turbo Prop,Business,0,0,0,2,vmc,Approach,Probable Cause,1988,rockwell
Accident,25/09/2003,"Fort Pierce, FL",United States,Fatal(2),Destroyed,N70258,Grumman,grumman,No,Reciprocating,Reciprocating,Personal,2,0,1,0,vmc,Climb,Probable Cause,2003,grumman
Accident,01/06/2014,"Longmont, CO",United States,Non-Fatal,Substantial,N206ND,DIAMOND AIRCRAFT IND INC,diamond aircraft ind inc,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,A loss of engine power due to fuel exhaustion. Contributing to the accident was the pilots inadequate preflight inspection. ,2014,diamond aircraft ind inc
Incident,15/02/1989,"BURLINGTON, VT",United States,Incident,Unknown,N123D,Beech,beech,No,Turbo Prop,Turbo Prop,Unknown,0,0,0,7,imc,Climb,Probable Cause,1989,beech
Accident,31/07/2018,"Philadelphia, PA",United States,Non-Fatal,Substantial,N192AN,Boeing,boeing,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,181,vmc,Unknown,"The captain's improper control of the airplane during the landing flare.
 ",2018,boeing
Accident,12/05/1997,"HONDO, TX",United States,Non-Fatal,Substantial,N1619S,Snow,snow,No,Reciprocating,Reciprocating,Aerial Application,0,0,0,1,vmc,Landing,Probable Cause,1997,snow
Incident,04/06/1998,"YUZHNO, Russia",Russia,Incident,Minor,N965AS,Douglas,douglas,No,Unknown,Unknown,Unknown,0,0,0,45,vmc,Unknown,Foreign,1998,douglas
Accident,16/05/1990,"SAN MARCOS, CA",United States,Non-Fatal,Substantial,N5586D,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Descent,Probable Cause,1990,beech
Accident,18/04/1987,"WARING, TX",United States,Non-Fatal,Substantial,N2140D,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Landing,Probable Cause,1987,piper
Accident,29/06/1999,"CARPENTER, WY",United States,Fatal(1),Destroyed,N801RB,Boeing Stearman,boeing stearman,No,Reciprocating,Reciprocating,Positioning,1,0,0,0,vmc,Cruise,Probable Cause,1999,boeing stearman
Accident,13/06/2021,"Groton, CT",United States,Non-Fatal,Substantial,N430EP,CESSNA,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Unknown,"The pilots failure to maintain directional control of the airplane during landing, resulting in a runway excursion and collision with an airport sign.",2021,cessna
Accident,07/09/2022,"Cougar, WA",United States,Minor,Substantial,N66HJ,BELL,bell,No,Unknown,Unknown,Firefighting,0,1,0,0,vmc,Unknown,Unknown,2022,bell
Accident,15/11/2014,"Clinton, CT",United States,Non-Fatal,Substantial,N4548S,BEECH,beech,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Unknown,"The pilot's inadequate fuel planning and improper fuel management, which resulted in a total loss of engine power due to fuel starvation. Contributing to the accident was the pilot's failure to follow proper procedures in response to the loss of engine power.",2014,beech
Accident,21/08/2000,"WICHITA FALLS, TX",United States,Non-Fatal,Substantial,N4711L,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,2000,cessna
Accident,10/04/2005,"CRESENT CITY, FL",United States,Non-Fatal,Substantial,N704LS,Shorethose,shorethose,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2005,shorethose
Accident,14/06/1988,"NEWNAN, GA",United States,Non-Fatal,Destroyed,N7776F,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Approach,Probable Cause,1988,cessna
Accident,20/02/2004,"CANNES, FRANCE",France,Unavailable,Substantial,Unknown,Raytheon Corporate Jets,raytheon corporate jets,Unknown,Unknown,Unknown,Unknown,0,0,0,0,UNK,Unknown,Foreign,2004,raytheon corporate jets
Accident,07/03/2014,"San Luis Obispo, CA",United States,Non-Fatal,Substantial,N2252D,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,"Corrosion of the bulkhead assembly in the left main landing gearbox area, which resulted in the structural failure of the bulkhead and the subsequent landing gear collapse.",2014,cessna
Accident,18/05/2006,"GREENVILLE, MS",United States,Non-Fatal,Substantial,N893R,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,2006,beech
Accident,21/04/2017,"Vidrine, LA",United States,Non-Fatal,Substantial,N653LA,AIR TRACTOR INC,air tractor inc,No,Turbo Prop,Turbo Prop,Aerial Application,0,0,0,1,vmc,Unknown,"The total loss of engine power for reasons that could not be determined because an examination of the engine and a test run did not reveal any mechanical malfunctions or failures that would have precluded normal operation.
 ",2017,air tractor inc
Accident,20/07/1984,"RENO, NV",United States,Non-Fatal,Substantial,N48745,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1984,cessna
Accident,22/10/1999,"MORGANTON, NC",United States,Non-Fatal,Substantial,N3255H,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1999,cessna
Accident,14/07/1983,"PYLMOUTH, IN",United States,Non-Fatal,Substantial,N38802,Eipper,eipper,Yes,Reciprocating,Reciprocating,Instructional,0,0,1,1,vmc,Takeoff,Probable Cause,1983,eipper
Accident,27/08/1988,"JOSEPH VILLAGE, AK",United States,Non-Fatal,Substantial,N4838C,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,4,vmc,Landing,Probable Cause,1988,cessna
Accident,20/04/2009,"Slaughter, LA",United States,Fatal,Destroyed,N226BW,Whitehead,whitehead,Yes,Reciprocating,Reciprocating,Ferry,1,0,0,0,vmc,Unknown,"The pilot's incorrect use of pitch control, resulting in induced pitch oscillations and loss of aircraft control. Contributing to the accident were the pilot's total lack of experience in aircraft make/model, and his lack of recency of experience.",2009,whitehead
Accident,27/08/2000,"VERO BEACH, FL",United States,Fatal(1),Substantial,N112JG,Pitts,pitts,Yes,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Maneuvering,Probable Cause,2000,pitts
Accident,28/07/1986,"WOLFEBORO, NH",United States,Non-Fatal,Substantial,N396X,Maule,maule,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Landing,Probable Cause,1986,maule
Accident,24/03/2005,"PRESCOTT, AZ",United States,Non-Fatal,Substantial,N225G,Robinson,robinson,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Approach,Probable Cause,2005,robinson
Accident,20/04/1985,"SLIDELL, LA",United States,Non-Fatal,Substantial,N93485,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Go-around,Probable Cause,1985,cessna
Accident,25/01/1999,"NEMO, TX",United States,Non-Fatal,Substantial,N152PA,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Cruise,Probable Cause,1999,cessna
Accident,20/06/1984,"CINCINNATI, OH",United States,Fatal(4),Destroyed,N5345J,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,4,0,0,0,vmc,Takeoff,Probable Cause,1984,cessna
Accident,05/09/1998,"WINNSBORO, SC",United States,Non-Fatal,Substantial,N28395,Grumman,grumman,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Cruise,Probable Cause,1998,grumman
Accident,30/08/2008,"Bay City, MI",United States,Non-Fatal,Substantial,N23461,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The loss of engine power during descent due to carburetor icing.  Contributing to the accident was the collapse of the nose landing gear due to rough terrain.,2008,cessna
Accident,25/06/1993,"CANON CITY, CO",United States,Fatal(1),Destroyed,N85Z,Irving Siewert,irving siewert,Yes,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Cruise,Probable Cause,1993,irving siewert
Accident,05/04/2001,"FALMOUTH, MA",United States,Non-Fatal,Substantial,N980C,Stinson,stinson,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2001,stinson
Accident,07/10/1983,"DELAWARE, OH",United States,Non-Fatal,Substantial,N2333B,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,1983,piper
Accident,28/05/1989,"DENVER, CO",United States,Non-Fatal,Substantial,N806NY,Mcdonnell Douglas,mcdonnell douglas,No,Turbo Fan,Turbo Fan,Unknown,0,0,7,38,vmc,Landing,Probable Cause,1989,mcdonnell douglas
Accident,28/08/1984,"ONEONTA, NY",United States,Non-Fatal,Substantial,N2B,Russell St. Arnold,russell st. arnold,Yes,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Takeoff,Probable Cause,1984,russell st. arnold
Accident,02/12/1996,"HOMERVILLE, GA",United States,Non-Fatal,Substantial,N6532S,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Descent,Probable Cause,1996,cessna
Accident,22/05/1990,"JEFFERSONVILLE, IN",United States,Non-Fatal,Substantial,N733CR,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Standing,Probable Cause,1990,cessna
Accident,01/06/2020,"Batavia, NY",United States,Non-Fatal,Substantial,N15DN,Beech,beech,No,Reciprocating,Reciprocating,Positioning,0,0,0,1,vmc,Unknown,The pilot's failure to extend the landing gear during a precautionary landing after an electrical failure.,2020,beech
Accident,28/05/1986,"HOWE, TX",United States,Fatal(1),Substantial,N8814G,Eagle Aircraft Co.,eagle aircraft co.,No,Reciprocating,Reciprocating,Unknown,1,0,0,0,vmc,Maneuvering,Probable Cause,1986,eagle aircraft co.
Accident,26/05/1992,"BUTTE CITY, CA",United States,Non-Fatal,Substantial,N6596K,Grumman,grumman,No,Turbo Prop,Turbo Prop,Aerial Application,0,0,0,1,vmc,Takeoff,Probable Cause,1992,grumman
Accident,14/04/2001,"BUFFALO, MN",United States,Non-Fatal,Substantial,N4261E,Maule,maule,No,Reciprocating,Reciprocating,Personal,0,0,1,2,vmc,Climb,Probable Cause,2001,maule
Accident,01/10/2000,"OGDEN, UT",United States,Non-Fatal,Substantial,N31078,Maule,maule,No,Reciprocating,Reciprocating,Business,0,0,0,4,vmc,Landing,Probable Cause,2000,maule
Accident,02/11/1984,"SPRINGFIELD, MO",United States,Non-Fatal,Substantial,N44095,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Cruise,Probable Cause,1984,piper
Accident,24/01/1997,"WILLISTON, FL",United States,Fatal(1),Destroyed,N3495,Cress,cress,Yes,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Maneuvering,Probable Cause,1997,cress
Accident,05/06/1982,"KIMBALL, NE",United States,Non-Fatal,Substantial,N6997Z,Piper,piper,No,Reciprocating,Reciprocating,Aerial Application,0,0,1,0,vmc,Takeoff,Probable Cause,1982,piper
Accident,01/03/2018,"Odessa, TX",United States,Non-Fatal,Substantial,N6699B,BEECH,beech,No,Reciprocating,Reciprocating,Personal,0,1,0,0,vmc,Unknown,"The pilots improper takeoff procedures and his failure to abort the takeoff, which resulted in an aerodynamic stall and subsequent impact with terrain. Contributing to the accident was the pilots lack of experience in the airplane.",2018,beech
Accident,23/06/2000,"WASILLA, AK",United States,Non-Fatal,Substantial,N2514D,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,2000,cessna
Accident,21/12/2003,"LOUISVILLE, KY",United States,Non-Fatal,Substantial,N7532Y,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,2003,piper
Accident,04/04/2017,"Micanopy, FL",United States,Fatal,Destroyed,N155CL,Pipistrel,pipistrel,No,Reciprocating,Reciprocating,Personal,1,0,0,0,imc,Unknown,"The pilot's intentional flight into an area of known convective thunderstorm activity, which resulted in an in-flight breakup.",2017,pipistrel
Accident,18/04/1985,"HUTCHINSON, MN",United States,Non-Fatal,Substantial,N66479,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1985,cessna
Accident,28/01/2002,"American Fork, UT",United States,Fatal(1),Destroyed,N1176T,Beech,beech,No,Reciprocating,Reciprocating,Business,1,0,0,0,imc,Maneuvering,Probable Cause,2002,beech
Accident,22/09/1991,"SNOHOMISH, WA",United States,Non-Fatal,Substantial,N3314T,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Cruise,Probable Cause,1991,cessna
Accident,09/05/1983,"AFTON, OK",United States,Non-Fatal,Substantial,N2053G,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1983,beech
Accident,02/09/1992,"HOLTVILLE, CA",United States,Non-Fatal,Substantial,N9923A,Cessna,cessna,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Takeoff,Probable Cause,1992,cessna
Accident,11/05/2018,"Chandler, AZ",United States,Non-Fatal,Substantial,N481B,AEROPRO CZ S R O,aeropro cz s r o,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Unknown,"The other pilots failure to stop and yield to the airplane taxiing on the taxiway, which resulted in a ground collision.
",2018,aeropro cz s r o
Accident,04/08/2017,"Willow, AK",United States,Non-Fatal,Substantial,N5236D,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,3,vmc,Unknown,"The pilots improper landing flare while landing on water with glassy water conditions, which resulted in the airplane nosing over.
",2017,cessna
Accident,08/02/2018,"Batesville, AR",United States,Non-Fatal,Substantial,N4654D,Beech,beech,No,Reciprocating,Reciprocating,Business,0,0,0,1,vmc,Unknown,An in-flight control system flutter encounter during a turbulence encounter; the reason for the flutter could not be determined.,2018,beech
Accident,01/11/1997,"TOOELE, UT",United States,Non-Fatal,Substantial,N96575,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,1997,cessna
Accident,22/01/2020,"Minot, ND",United States,Non-Fatal,Substantial,N947LH,Bell,bell,No,Turbo Shaft,Turbo Shaft,Positioning,0,0,0,1,vmc,Unknown,"The pilot's failure to maintain clearance from fencing around the landing pad during landing, which resulted in the tail rotor contacting the fence. ",2020,bell
Accident,07/09/2000,"RANCHO MURIETA, CA",United States,Fatal(1),Destroyed,N50638,Hughes,hughes,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Cruise,Probable Cause,2000,hughes
Accident,01/10/1988,"MCKINNEY, TX",United States,Non-Fatal,Substantial,N151JS,Shannon,shannon,Yes,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Taxi,Probable Cause,1988,shannon
Accident,10/04/2011,"Troy, MI",United States,Non-Fatal,Substantial,N1410S,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The pilot's inadequate compensation for wind conditions and subsequent loss of control.,2011,cessna
Incident,27/02/1995,"DALLAS-FT WORTH, TX",United States,Incident,Unknown,N1763,Mcdonnell Douglas,mcdonnell douglas,No,Turbo Fan,Turbo Fan,Unknown,0,0,0,78,vmc,Landing,Probable Cause,1995,mcdonnell douglas
Accident,06/12/1982,"DATELAND, AZ",United States,Non-Fatal,Substantial,N55299,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Takeoff,Probable Cause,1982,cessna
Accident,22/12/2004,"EVERETT, WA",United States,Non-Fatal,Substantial,N7858B,Beech,beech,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,2004,beech
Accident,18/09/1993,"AURORA, IL",United States,Non-Fatal,Substantial,N55VL,Grumman,grumman,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,1993,grumman
Incident,08/04/1988,"FORT WAYNE, IN",United States,Incident,Minor,N448CA,Swearingen,swearingen,No,Turbo Prop,Turbo Prop,Instructional,0,0,0,3,vmc,Landing,Probable Cause,1988,swearingen
Accident,24/04/2017,"Waukesha, WI",United States,Non-Fatal,Substantial,N899CZ,BEECH,beech,No,Turbo Prop,Turbo Prop,Instructional,0,0,0,2,vmc,Unknown,"An in-flight collision with a bird during the approach. 
",2017,beech
Accident,18/05/2006,"MURFREESBORO, TN",United States,Non-Fatal,Substantial,N9902W,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,1,vmc,Landing,Probable Cause,2006,piper
Accident,18/02/1982,"ST. GEORGE, UT",United States,Fatal(1),Destroyed,N4295S,Beech,beech,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Cruise,Probable Cause,1982,beech
Accident,21/03/1999,"SCOTTSDALE, AZ",United States,Non-Fatal,Minor,N818DW,Rockwell,rockwell,No,Turbo Fan,Turbo Fan,Executive/corporate,0,0,0,6,vmc,Taxi,Probable Cause,1999,rockwell
Accident,16/03/1985,"MOBILE, AL",United States,Non-Fatal,Substantial,N213CM,Cessna,cessna,No,Reciprocating,Reciprocating,Ferry,0,0,0,1,imc,Descent,Probable Cause,1985,cessna
Accident,22/07/1984,"ZOLFO SPRINGS, FL",United States,Fatal(5),Destroyed,N6265X,Beech,beech,No,Reciprocating,Reciprocating,Personal,5,0,0,0,UNK,Cruise,Probable Cause,1984,beech
Accident,19/04/2004,"WASILLA, AK",United States,Non-Fatal,Substantial,N8529E,Champion,champion,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Takeoff,Probable Cause,2004,champion
Accident,26/03/2003,"Grand Junction, CO",United States,Fatal(4),Destroyed,N53008,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,4,0,0,0,vmc,Maneuvering,Probable Cause,2003,cessna
Accident,12/11/2002,"LINCOLN PARK, NJ",United States,Non-Fatal,Substantial,N1835M,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,2002,cessna
Accident,15/01/1994,"NEW CASTLE, DE",United States,Non-Fatal,Substantial,N5088W,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,1,2,0,imc,Cruise,Probable Cause,1994,cessna
Accident,28/11/2000,"ZANESVILLE, OH",United States,Non-Fatal,Substantial,N8268R,Bellanca,bellanca,No,Reciprocating,Reciprocating,Ferry,0,0,0,1,vmc,Descent,Probable Cause,2000,bellanca
Accident,25/10/1989,"NOKESVILLE, VA",United States,Fatal(1),Destroyed,N86MC,Beech,beech,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Other,Probable Cause,1989,beech
Accident,19/04/1983,"NEAR NORDM, ID",United States,Non-Fatal,Destroyed,N62409,Hiller,hiller,No,Turbo Shaft,Turbo Shaft,Business,0,0,0,3,vmc,Landing,Probable Cause,1983,hiller
Accident,26/02/1986,"IRVINE, CA",United States,Fatal(1),Destroyed,N58SB,Beech,beech,No,Reciprocating,Reciprocating,Business,1,0,0,0,imc,Approach,Probable Cause,1986,beech
Accident,02/07/1998,"LANGLEY, WA",United States,Non-Fatal,Substantial,N8153V,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,2,0,0,vmc,Takeoff,Probable Cause,1998,cessna
Accident,21/12/2018,"Abilene, TX",United States,Non-Fatal,Substantial,N254RA,Cessna,cessna,No,Reciprocating,Reciprocating,Aerial Observation,0,0,0,1,vmc,Unknown,The pilot's failure to see and avoid a cell tower wire during a pipeline patrol flight. Contributing to the accident was the pilot's distraction due to writing down observations about the pipeline while flying.,2018,cessna
Accident,20/03/1995,"BLUE RIDGE, TX",United States,Non-Fatal,Substantial,N54430,Ryan Aeronautical,ryan aeronautical,Yes,Reciprocating,Reciprocating,Personal,0,0,1,0,vmc,Takeoff,Probable Cause,1995,ryan aeronautical
Accident,19/06/1993,"GRAYLING, AK",United States,Non-Fatal,Substantial,N9869M,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,0,0,1,vmc,Landing,Probable Cause,1993,cessna
Accident,30/11/1989,"CREVE COEUR, MO",United States,Non-Fatal,Substantial,N106SC,Saint Louis,saint louis,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1989,saint louis
Accident,16/04/1983,"BREAUX BRIDGE, LA",United States,Non-Fatal,Substantial,N3572Z,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Takeoff,Probable Cause,1983,piper
Accident,03/07/1982,"CLEMENTON, NJ",United States,Non-Fatal,Substantial,N64657,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,4,vmc,Landing,Probable Cause,1982,cessna
Accident,04/09/1989,"YERMO, CA",United States,Fatal(1),Substantial,NONE,Monett,monett,Yes,Unknown,Unknown,Personal,1,0,0,0,vmc,Takeoff,Probable Cause,1989,monett
Accident,01/10/1986,"LUMBERTON, NJ",United States,Fatal(2),Destroyed,N48925,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,2,0,0,0,vmc,Takeoff,Probable Cause,1986,cessna
Accident,15/07/2001,"Stow, MA",United States,Non-Fatal,Destroyed,N9133D,Piper,piper,No,Reciprocating,Reciprocating,Business,0,1,0,0,vmc,Go-around,Probable Cause,2001,piper
Accident,04/05/1991,"RICHARDSVILLE, KY",United States,Non-Fatal,Substantial,N5590M,Aerospace Tech. Of Australia,aerospace tech. of australia,No,Reciprocating,Reciprocating,Business,0,0,0,2,vmc,Cruise,Probable Cause,1991,aerospace tech. of australia
Accident,26/04/1998,"HENDERSON, NV",United States,Non-Fatal,Substantial,N64006,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1998,cessna
Accident,31/01/1996,"MARION, IN",United States,Non-Fatal,Substantial,N800TC,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1996,piper
Accident,13/06/1984,"LAWRENCE, KS",United States,Non-Fatal,Substantial,N4GB,Stolp Starduster Corp.,stolp starduster corp.,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Takeoff,Probable Cause,1984,stolp starduster corp.
Accident,31/03/1992,"PALMER, MA",United States,Non-Fatal,Substantial,N3047N,Cessna,cessna,No,Reciprocating,Reciprocating,Ferry,0,0,0,1,vmc,Approach,Probable Cause,1992,cessna
Accident,20/09/1984,"WEST MIFFLIN, PA",United States,Non-Fatal,Substantial,N52830,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Landing,Probable Cause,1984,cessna
Accident,08/07/1989,"LOUISVILLE, CO",United States,Fatal(2),Destroyed,N6342G,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,2,0,0,0,vmc,Maneuvering,Probable Cause,1989,cessna
Accident,12/01/2002,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,N9908D,Piper,piper,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Landing,Probable Cause,2002,piper
Accident,02/02/2000,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,N6381V,Stirling,stirling,Yes,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Cruise,Probable Cause,2000,stirling
Accident,26/10/1989,"W. LOS ANGELES, CA",United States,Non-Fatal,Destroyed,N200EX,Wheeler Acft. Co.,wheeler acft. co.,No,Reciprocating,Reciprocating,Business,0,0,2,0,vmc,Cruise,Probable Cause,1989,wheeler acft. co.
Accident,09/09/1999,"STRATHMORE, CA",United States,Fatal(1),Destroyed,N1775P,Piper,piper,No,Reciprocating,Reciprocating,Personal,1,0,0,0,vmc,Cruise,Probable Cause,1999,piper
Accident,22/02/1984,"KEY WEST, FL",United States,Non-Fatal,Destroyed,N4460R,Cessna,cessna,No,Reciprocating,Reciprocating,Unknown,0,1,3,2,vmc,Unknown,Probable Cause,1984,cessna
Accident,08/02/2016,"Gold Beach, OR",United States,Non-Fatal,Substantial,N6951E,CESSNA,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,"The pilot's failure to maintain an approach angle of descent to avoid obstacles, resulting in the airplane striking the airport perimeter fence.",2016,cessna
Incident,29/10/1986,"LOS ANGELES, CA",United States,Incident,Unknown,N8620F,Hughes,hughes,No,Turbo Shaft,Turbo Shaft,Public Aircraft,0,0,0,73,vmc,Maneuvering,Probable Cause,1986,hughes
Accident,24/03/1988,"NEW CUMBERLAND, WV",United States,Non-Fatal,Substantial,N1807Y,Cessna,cessna,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Landing,Probable Cause,1988,cessna
Accident,21/06/2008,"Tishomingo, OK",United States,Non-Fatal,Substantial,N5178Y,Cessna,cessna,No,Reciprocating,Reciprocating,Instructional,0,0,0,2,vmc,Unknown,"The pilot's failure to maintain aircraft control, resulting in an inadvertent stall during the landing flare. Contributing factors in this accident was the terrain-induced turbulence, and the instructor's inadequate supervision of the pilot.
",2008,cessna
Accident,27/09/2009,"Toledo, WA",United States,Non-Fatal,Substantial,N445BB,AVIAT AIRCRAFT INC,aviat aircraft inc,No,Reciprocating,Reciprocating,Personal,0,0,0,1,vmc,Unknown,The pilot's failure to maintain clearance from a tree while taxiing.  Contributing to the accident was the pilot's distracted attention.,2009,aviat aircraft inc
Accident,09/08/2008,"Talkeetna, AK",United States,Non-Fatal,Substantial,N8433D,Piper,piper,No,Reciprocating,Reciprocating,Personal,0,0,0,2,vmc,Unknown,The pilot's failure to maintain clearance from brush during the landing roll.,2008,piper
